Filename,Scenario,User,MonteCarlo,Kdetail,Label_unique,Level,Domain_Type,Top_elevation,Bottom_elevation,Average_head,Porosity,Storativity,Specific_yield,K1_horizontal,K2_horizontal,Angle_K1_to_x_axis,K3_vertical_top_half,K3_vertical_bottom_half
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,01-Q_NA_PA-1A,1,confined,0,-850,0,0.1,0.001,0.1,20.0,20.0,0,1.0,1.0
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,01-Q_NA_PA-1B,1,confined,0,-800,0,0.1,0.001,0.1,20.0,20.0,0,1.0,1.0
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,01-Q_NA_PA-1C,1,confined,0,-400,0,0.1,0.001,0.1,20.0,20.0,0,1.0,1.0
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,01-Q_NA_PA-2A,1,confined,0,-200,0,0.1,0.001,0.1,20.0,20.0,0,1.0,1.0
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,01-Q_NA_PA-3A,1,confined,0,-40,0,0.1,0.001,0.1,20.0,20.0,0,1.0,1.0
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,02-PA_Bm-1A,2,confined,-850,-920,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,02-PA_Bm-1B,2,confined,-800,-860,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,02-PA_Bm-1C,2,confined,-400,-520,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,02-PA_Bm-2A,2,confined,-200,-300,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,02-PA_Bm-3A,2,confined,-40,-80,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,03-PAz-1A,3,confined,-920,-940,0,0.1,0.001,0.1,15.0,15.0,0,0.75,0.75
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,03-PAz-1B,3,confined,-860,-900,0,0.1,0.001,0.1,15.0,15.0,0,0.75,0.75
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,03-PA_K-1C,3,confined,-520,-640,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,03-PAz-2A,3,confined,-300,-400,0,0.1,0.001,0.1,15.0,15.0,0,0.75,0.75
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,03-PAz-3A,3,confined,-80,-120,0,0.1,0.001,0.1,15.0,15.0,0,0.75,0.75
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,04-PAh-1A,4,confined,-940,-1200,0,0.1,0.001,0.1,3.0,3.0,0,0.15,0.15
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,04-PAh-1B,4,confined,-900,-1100,0,0.1,0.001,0.1,3.0,3.0,0,0.15,0.15
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,04-PAh-1C,4,confined,-640,-850,0,0.1,0.001,0.1,3.0,3.0,0,0.15,0.15
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,04-PA_K-2A,4,confined,-400,-460,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,04-PA_K-3A,4,confined,-120,-160,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,05-KR-1A,5,confined,-1200,-1300,0,0.1,0.001,0.1,11.0,11.0,0,0.55,0.55
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,05-KR-1B,5,confined,-1100,-1150,0,0.1,0.001,0.1,11.0,11.0,0,0.55,0.55
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,05-KR-1C,5,confined,-850,-1400,0,0.1,0.001,0.1,11.0,11.0,0,0.55,0.55
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,05-PAh-2A,5,confined,-460,-650,0,0.1,0.001,0.1,3.0,3.0,0,0.15,0.15
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,05-PAh-3A,5,confined,-160,-200,0,0.1,0.001,0.1,3.0,3.0,0,0.15,0.15
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,06-JU-1A,6,confined,-1300,-2000,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,06-JU-1B,6,confined,-1150,-1800,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,06-TR_PE-1C,6,confined,-1400,-3700,0,0.1,0.001,0.1,0.006979099999999999,0.006979099999999999,0,0.00034895499999999997,0.00034895499999999997
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,06-KR-2A,6,confined,-650,-1000,0,0.1,0.001,0.1,11.0,11.0,0,0.55,0.55
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,06-KR-3A,6,confined,-200,-600,0,0.1,0.001,0.1,11.0,11.0,0,0.55,0.55
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,07-TR_PE-1A,7,confined,-2000,-4400,0,0.1,0.001,0.1,0.006979099999999999,0.006979099999999999,0,0.00034895499999999997,0.00034895499999999997
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,07-TR_PE-1B,7,confined,-1800,-4100,0,0.1,0.001,0.1,0.006979099999999999,0.006979099999999999,0,0.00034895499999999997,0.00034895499999999997
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,07-CAWee-1C,7,confined,-3700,-5400,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,07-TR_PE-2A,7,confined,-1000,-2900,0,0.1,0.001,0.1,0.006979099999999999,0.006979099999999999,0,0.00034895499999999997,0.00034895499999999997
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,07-SI_OR_CM-3A,7,confined,-600,-10000,0,0.1,0.001,0.1,0.1,0.1,0,0.005,0.005
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,07-SI_OR_CM-3B,7,confined,-600,-2000,0,0.1,0.001,0.1,0.1,0.1,0,0.005,0.005
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,07-SI_OR_CM-3C,7,confined,-600,-2000,0,0.1,0.001,0.1,0.1,0.1,0,0.005,0.005
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,08-CAWee-1A,8,confined,-4400,-6400,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,08-CAWee-1B,8,confined,-4100,-5900,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,08-CANa-1C,8,confined,-5400,-6200,0,0.1,0.001,0.1,0.01,0.01,0,0.0005,0.0005
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,08-CAWee-2A,8,confined,-2900,-4100,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,08-Granite-3B,8,confined,-2000,-10000,0,0.1,0.001,0.1,0.01,0.01,0,0.0005,0.0005
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,08-Granite-3C,8,confined,-2000,-10000,0,0.1,0.001,0.1,0.01,0.01,0,0.0005,0.0005
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,09-CANa-1A,9,confined,-6400,-7000,0,0.1,0.001,0.1,0.01,0.01,0,0.0005,0.0005
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,09-CANa-1B,9,confined,-5900,-6600,0,0.1,0.001,0.1,0.01,0.01,0,0.0005,0.0005
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,09-CADi-1C,9,confined,-6200,-6600,0,0.1,0.001,0.1,0.006979099999999999,0.0017447749999999998,-45,0.00034895499999999997,0.00034895499999999997
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,09-CANa-2A,9,confined,-4100,-5200,0,0.1,0.001,0.1,0.005,0.005,0,0.1,0.1
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,09-CANa-2B,9,confined,-4100,-5200,0,0.1,0.001,0.1,0.005,0.005,0,0.1,0.1
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,10-CADi-1A,10,confined,-7000,-7400,0,0.1,0.001,0.1,0.006979099999999999,0.0017447749999999998,-45,0.00034895499999999997,0.00034895499999999997
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,10-CADi-1B,10,confined,-6600,-7000,0,0.1,0.001,0.1,0.006979099999999999,0.0017447749999999998,-45,0.00034895499999999997,0.00034895499999999997
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,10-DE-1C,10,confined,-6600,-7100,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,10-CADi-2A,10,confined,-5200,-5600,0,0.1,0.001,0.1,0.006979099999999999,0.0017447749999999998,-45,0.00038558563535911604,0.00038558563535911604
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,10-CADi-2B,10,confined,-5200,-5600,0,0.1,0.001,0.1,0.006979099999999999,0.0017447749999999998,-45,0.0001933268698060942,0.0001933268698060942
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,11-DE-1A,11,confined,-7400,-7900,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,11-DE-1B,11,confined,-7000,-7500,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,11-SI_OR_CM-1C,11,confined,-7100,-10000,0,0.1,0.001,0.1,0.1,0.1,0,0.005,0.005
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,11-DE-2A,11,confined,-5600,-6100,0,0.1,0.001,0.1,0.005,0.005,0,0.1,0.1
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,12-SI_OR_CM-1A,12,confined,-7900,-10000,0,0.1,0.001,0.1,0.1,0.1,0,0.005,0.005
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,12-SI_OR_CM-1B,12,confined,-7500,-10000,0,0.1,0.001,0.1,0.1,0.1,0,0.005,0.005
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,12-SI_OR_CM-2A,12,confined,-6100,-10000,0,0.1,0.001,0.1,0.1,0.1,0,0.005,0.005
Model_Sort_001005001ani_Sc_001_Uid005_MC_001_K_full_ani.xlsx.anaq,001,005,001,full_ani.xlsx,08-Beringen_Mine-2C,8,confined,-2900,-4100,0,0.1,0.001,0.1,10.0,10.0,0,1.0,1.0
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,01-Q_NA_PA-1A,1,confined,0,-850,0,0.1,0.001,0.1,20.0,20.0,0,1.0,1.0
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,01-Q_NA_PA-1B,1,confined,0,-800,0,0.1,0.001,0.1,20.0,20.0,0,1.0,1.0
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,01-Q_NA_PA-1C,1,confined,0,-400,0,0.1,0.001,0.1,20.0,20.0,0,1.0,1.0
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,01-Q_NA_PA-2A,1,confined,0,-200,0,0.1,0.001,0.1,20.0,20.0,0,1.0,1.0
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,01-Q_NA_PA-3A,1,confined,0,-40,0,0.1,0.001,0.1,20.0,20.0,0,1.0,1.0
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,02-PA_Bm-1A,2,confined,-850,-920,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,02-PA_Bm-1B,2,confined,-800,-860,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,02-PA_Bm-1C,2,confined,-400,-520,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,02-PA_Bm-2A,2,confined,-200,-300,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,02-PA_Bm-3A,2,confined,-40,-80,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,03-PAz-1A,3,confined,-920,-940,0,0.1,0.001,0.1,15.0,15.0,0,0.75,0.75
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,03-PAz-1B,3,confined,-860,-900,0,0.1,0.001,0.1,15.0,15.0,0,0.75,0.75
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,03-PA_K-1C,3,confined,-520,-640,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,03-PAz-2A,3,confined,-300,-400,0,0.1,0.001,0.1,15.0,15.0,0,0.75,0.75
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,03-PAz-3A,3,confined,-80,-120,0,0.1,0.001,0.1,15.0,15.0,0,0.75,0.75
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,04-PAh-1A,4,confined,-940,-1200,0,0.1,0.001,0.1,3.0,3.0,0,0.15,0.15
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,04-PAh-1B,4,confined,-900,-1100,0,0.1,0.001,0.1,3.0,3.0,0,0.15,0.15
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,04-PAh-1C,4,confined,-640,-850,0,0.1,0.001,0.1,3.0,3.0,0,0.15,0.15
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,04-PA_K-2A,4,confined,-400,-460,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,04-PA_K-3A,4,confined,-120,-160,0,0.1,0.001,0.1,1e-06,1e-06,0,0.00016,0.00016
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,05-KR-1A,5,confined,-1200,-1300,0,0.1,0.001,0.1,11.0,11.0,0,0.55,0.55
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,05-KR-1B,5,confined,-1100,-1150,0,0.1,0.001,0.1,11.0,11.0,0,0.55,0.55
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,05-KR-1C,5,confined,-850,-1400,0,0.1,0.001,0.1,11.0,11.0,0,0.55,0.55
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,05-PAh-2A,5,confined,-460,-650,0,0.1,0.001,0.1,3.0,3.0,0,0.15,0.15
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,05-PAh-3A,5,confined,-160,-200,0,0.1,0.001,0.1,3.0,3.0,0,0.15,0.15
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,06-JU-1A,6,confined,-1300,-2000,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,06-JU-1B,6,confined,-1150,-1800,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,06-TR_PE-1C,6,confined,-1400,-3700,0,0.1,0.001,0.1,0.006979099999999999,0.006979099999999999,0,0.00034895499999999997,0.00034895499999999997
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,06-KR-2A,6,confined,-650,-1000,0,0.1,0.001,0.1,11.0,11.0,0,0.55,0.55
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,06-KR-3A,6,confined,-200,-600,0,0.1,0.001,0.1,11.0,11.0,0,0.55,0.55
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,07-TR_PE-1A,7,confined,-2000,-4400,0,0.1,0.001,0.1,0.006979099999999999,0.006979099999999999,0,0.00034895499999999997,0.00034895499999999997
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,07-TR_PE-1B,7,confined,-1800,-4100,0,0.1,0.001,0.1,0.006979099999999999,0.006979099999999999,0,0.00034895499999999997,0.00034895499999999997
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,07-CAWee-1C,7,confined,-3700,-5400,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,07-TR_PE-2A,7,confined,-1000,-2900,0,0.1,0.001,0.1,0.006979099999999999,0.006979099999999999,0,0.00034895499999999997,0.00034895499999999997
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,07-SI_OR_CM-3A,7,confined,-600,-10000,0,0.1,0.001,0.1,0.1,0.1,0,0.005,0.005
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,07-SI_OR_CM-3B,7,confined,-600,-2000,0,0.1,0.001,0.1,0.1,0.1,0,0.005,0.005
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,07-SI_OR_CM-3C,7,confined,-600,-2000,0,0.1,0.001,0.1,0.1,0.1,0,0.005,0.005
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,08-CAWee-1A,8,confined,-4400,-6400,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,08-CAWee-1B,8,confined,-4100,-5900,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,08-CANa-1C,8,confined,-5400,-6200,0,0.1,0.001,0.1,0.01,0.01,0,0.0005,0.0005
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,08-CAWee-2A,8,confined,-2900,-4100,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,08-Granite-3B,8,confined,-2000,-10000,0,0.1,0.001,0.1,0.01,0.01,0,0.0005,0.0005
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,08-Granite-3C,8,confined,-2000,-10000,0,0.1,0.001,0.1,0.01,0.01,0,0.0005,0.0005
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,09-CANa-1A,9,confined,-6400,-7000,0,0.1,0.001,0.1,0.01,0.01,0,0.0005,0.0005
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,09-CANa-1B,9,confined,-5900,-6600,0,0.1,0.001,0.1,0.01,0.01,0,0.0005,0.0005
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,09-CADi-1C,9,confined,-6200,-6600,0,0.1,0.001,0.1,0.006979099999999999,0.006979099999999999,-45,0.00034895499999999997,0.00034895499999999997
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,09-CANa-2A,9,confined,-4100,-5200,0,0.1,0.001,0.1,0.005,0.005,0,0.1,0.1
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,09-CANa-2B,9,confined,-4100,-5200,0,0.1,0.001,0.1,0.005,0.005,0,0.1,0.1
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,10-CADi-1A,10,confined,-7000,-7400,0,0.1,0.001,0.1,0.006979099999999999,0.006979099999999999,-45,0.00034895499999999997,0.00034895499999999997
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,10-CADi-1B,10,confined,-6600,-7000,0,0.1,0.001,0.1,0.006979099999999999,0.006979099999999999,-45,0.00034895499999999997,0.00034895499999999997
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,10-DE-1C,10,confined,-6600,-7100,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,10-CADi-2A,10,confined,-5200,-5600,0,0.1,0.001,0.1,0.006979099999999999,0.006979099999999999,-45,0.00038558563535911604,0.00038558563535911604
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,10-CADi-2B,10,confined,-5200,-5600,0,0.1,0.001,0.1,0.006979099999999999,0.006979099999999999,-45,0.0001933268698060942,0.0001933268698060942
Model_Sort_001005001iso_Sc_001_Uid005_MC_001_K_full_iso.xlsx.anaq,001,005,001,full_iso.xlsx,11-DE-1A,11,confined,-7400,-7900,0,0.1,0.001,0.1,1.0,1.0,0,0.05,0.05
